convolutional neural network  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan: 1900-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Improving the Short-Range Precipitation Forecast of Numerical Weather Prediction through a Deep Learning-Based Mask Approach","Zheng, Jiaqi; Ling, Qing; Li, Jia; Feng, Yerong","","","","ADVANCES IN ATMOSPHERIC SCIENCES","AUG 2024","2024","41","8","","","SI","1601","1613","","10.1007/s00376-023-3085-7","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deep learning-based bias correction of ISMR simulated by GCM","Sharma, Sumanta Chandra Mishra; Kumar, Bipin; Mitra, Adway; Saha, Subodh Kumar","","","","ATMOSPHERIC RESEARCH","OCT 15 2024","2024","309","","","","","","","107589","10.1016/j.atmosres.2024.107589","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Chalmers Cloud Ice Climatology: retrieval implementation and validation","Amell, Adria; Pfreundschuh, Simon; Eriksson, Patrick","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","JUL 23 2024","2024","17","14","","","","4337","4368","","10.5194/amt-17-4337-2024","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development of a monthly PM<sub>2.5</sub> forecast model for Seoul, Korea, based on the dynamic climate forecast and a convolutional neural network algorithm","Park, Ingyu; Ho, Chang-Hoi; Kim, Jinwon; Kim, Joo-Hong; Jun, Sang-Yoon","","","","ATMOSPHERIC RESEARCH","OCT 15 2024","2024","309","","","","","","","107576","10.1016/j.atmosres.2024.107576","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MSW-Net: A hierarchical stacking model for automated municipal solid waste classification","Jayaraman, Vaishnavi; Lakshminarayanan, Arun Raj","","","","JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION","AUG 2 2024","2024","74","8","","","","569","580","","10.1080/10962247.2024.2370958","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The detection of Arctic sea ice linear kinematic features using LadderNet","Chen, Junting; Mu, Longjiang; Jia, Xiaoyi; Chen, Xianyao","","","","OCEAN MODELLING","AUG 2024","2024","190","","","","","","","102400","10.1016/j.ocemod.2024.102400","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development of Methods and Technologies for Operational Assimilation of Meteorological Observations at the Hydrometcenter of Russia","Tsyrulnikov, M. D.; Gayfulin, D. R.; Svirenko, P. I.; Sotskiy, A. E.; Gavrilova, S. A.; Uspensky, A. B.","","","","RUSSIAN METEOROLOGY AND HYDROLOGY","JUL 2024","2024","49","7","","","","638","648","","10.3103/S1068373924070082","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Diurnal variation of indoor air pollutants and their influencing factors in educational buildings: A case study using LASSO-based ANNs","Zhang, He; Srinivasan, Ravi; Yang, Xu; Ganesan, Vikram; Zhang, Han","","","","ATMOSPHERIC ENVIRONMENT","SEP 15 2024","2024","333","","","","","","","120673","10.1016/j.atmosenv.2024.120673","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Fine particulate matter concentration prediction based on hybrid convolutional network with aggregated local and global spatiotemporal information: A case study in Beijing and Chongqing","Zeng, Qiaolin; Cao, Yang; Fan, Meng; Chen, Liangfu; Zhu, Hao; Wang, Lihui; Li, Yeming; Liu, Sizhu","","","","ATMOSPHERIC ENVIRONMENT","SEP 15 2024","2024","333","","","","","","","120647","10.1016/j.atmosenv.2024.120647","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Estimating high spatio-temporal resolution XCO2 2 using spatial features deep fusion model","Cui, Liu; Yang, Hui; Qiao, Yina; Huang, Xinfeng; Feng, Gefei; Lv, Qingzhou; Fan, Huaiwei","","","","ATMOSPHERIC RESEARCH","OCT 1 2024","2024","308","","","","","","","107542","10.1016/j.atmosres.2024.107542","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spatio-Temporal Machine Learning for Regional to Continental Scale Terrestrial Hydrology","Bennett, Andrew; Tran, Hoang; de la Fuente, Luis; Triplett, Amanda; Ma, Yueling; Melchior, Peter; Maxwell, Reed M.; Condon, Laura E.","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","JUN 2024","2024","16","6","","","","","","e2023MS004095","10.1029/2023MS004095","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Separation of Internal and Forced Variability of Climate Using a U-Net","Bone, Constantin; Gastineau, Guillaume; Thiria, Sylvie; Gallinari, Patrick; Mejia, Carlos","","","","JOURNAL OF ADVANCES IN MODELING EARTH SYSTEMS","JUN 2024","2024","16","6","","","","","","e2023MS003964","10.1029/2023MS003964","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prediction of Solar Wind Speed Through Machine Learning From Extrapolated Solar Coronal Magnetic Field","Lin, Rong; Luo, Zhekai; He, Jiansen; Xie, Lun; Hou, Chuanpeng; Chen, Shuwei","","","","SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS","JUN 2024","2024","22","6","","","","","","e2023SW003561","10.1029/2023SW003561","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deep learning improves sub-seasonal marine heatwave forecast","Sun, Di; Jing, Zhao; Liu, Hailong","","","","ENVIRONMENTAL RESEARCH LETTERS","JUN 1 2024","2024","19","6","","","","","","064035","10.1088/1748-9326/ad4616","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A Method for Elevated Ducts Refinement Based on Convolutional Neural Network","Zhu, Xunyang; Yan, Ke; Jiang, Liquan; Tian, Ling; Tian, Bin","","","","RADIO SCIENCE","JUN 2024","2024","59","6","","","","","","e2023RS007789","10.1029/2023RS007789","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A stacked machine learning model for the vertical total electron content forecasting","Asamoah, Eric Nana; Cafaro, Massimo; Epicoco, Italo; De Franceschi, Giorgiana; Cesaroni, Claudio","","","","ADVANCES IN SPACE RESEARCH","JUL 1 2024","2024","74","1","","","","223","242","","10.1016/j.asr.2024.04.055","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prediction of stability of a slope with weak layers using convolutional neural networks","Lin, Mansheng; Zeng, Limei; Teng, Shuai; Chen, Gongfa; Hu, Bo","","","","NATURAL HAZARDS","OCT 1 2024","2024","120","13","","","","12081","12105","","10.1007/s11069-024-06674-2","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Development of a convolutional neural network based regional flood frequency analysis model for South-east Australia","Afrin, Nilufa; Ahamed, Farhad; Rahman, Ataur","","","","NATURAL HAZARDS","SEP 2024","2024","120","12","","","","11349","11376","","10.1007/s11069-024-06669-z","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"On-line machine-learning forecast uncertainty estimation for sequential data assimilation","Sacco, Maximiliano A.; Pulido, Manuel; Ruiz, Juan J.; Tandeo, Pierre","","","","QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY","JUL 2024","2024","150","762","","","","2937","2954","","10.1002/qj.4743","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Optimizing a deep learning framework for accurate detection of the Earth's ionospheric plasma structures from all-sky airglow images","Chakrabarti, Satarupa; Patgiri, Dipjyoti; Rathi, Rahul; Dixit, Gaurav; Krishna, M. V. Sunil; Sarkhel, Sumanta","","","","ADVANCES IN SPACE RESEARCH","JUN 15 2024","2024","73","12","","","","5990","6005","","10.1016/j.asr.2024.03.014","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drone-based photogrammetry combined with deep learning to estimate hail size distributions and melting of hail on the ground","Lainer, Martin; Brennan, Killian P.; Hering, Alessandro; Kopp, Jerome; Monhart, Samuel; Wolfensberger, Daniel; Germann, Urs","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","MAY 2 2024","2024","17","8","","","","2539","2557","","10.5194/amt-17-2539-2024","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D-CDA: A Denoise and Change Detection Approach for Flood Disaster Location From SAR Images","Xie, Runbo; Yang, Guang; Zhang, Yuping; Han, Dongzhe; Huang, Meng; Liu, Shuai; Lu, Wangze","","","","RADIO SCIENCE","MAY 2024","2024","59","5","","","","","","e2023RS007846","10.1029/2023RS007846","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hierarchical Predictions of Fine-to-Coarse Time Span and Atmospheric Field Reconstruction for Typhoon Track Prediction","Yan, Shengye; Zhang, Zhendong; Zheng, Wei","","","","ATMOSPHERE","MAY 2024","2024","15","5","","","","","","605","10.3390/atmos15050605","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Heterogeneous Effects of Microscale-Built Environments on Land Surface Temperature Based on Machine Learning and Street View Images","Zhang, Tianlin; Lin, Zhao; Wang, Lei; Zhang, Wenzheng; Zhang, Yazhuo; Hu, Yike","","","","ATMOSPHERE","MAY 2024","2024","15","5","","","","","","549","10.3390/atmos15050549","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deep temporal convolutional networks for <i>F</i> <sub>10.7</sub> radiation flux short-term forecasting","Wang, Luyao; Zhang, Hua; Zhang, Xiaoxin; Peng, Guangshuai; Li, Zheng; Xu, Xiaojun","","","","ANNALES GEOPHYSICAE","APR 12 2024","2024","42","1","","","","91","101","","10.5194/angeo-42-91-2024","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The graft-versus-host problem for data-driven gravity-wave parameterizations in a one-dimensional quasibiennial oscillation model","Shamir, Ofer; Connelly, David S.; Hardiman, Steven C.; Shao, Zihan; Yang, L. Minah; Gerber, Edwin P.","","","","QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY","APR 2024","2024","150","761","","","","2255","2272","","10.1002/qj.4707","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Geostationary Satellite-Derived Positioning of a Tropical Cyclone Center Using Artificial Intelligence Algorithms over the Western North Pacific","Ho, Chang-Hoi; Hyeon, Donggyu; Chang, Minhee; McFarquhar, Greg; Won, Seong-Hee","","","","BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY","MAR 2024","2024","105","3","","","","E486","E500","","10.1175/BAMS-D-23-0130.1","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Interpretable Convolutional Neural Network for Analyzing Precipitation in the Pre-Rainy Season of South China","Liu, Shengjun; Yan, Wenjie; Liu, Xinru; Hu, Yamin; Yanga, Dangfu","","","","JOURNAL OF APPLIED METEOROLOGY AND CLIMATOLOGY","MAR 2024","2024","63","3","","","","387","399","","10.1175/JAMC-D-23-0075.1","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spatiotemporal Convolutional Approach for the Short-Term Forecast of Hourly Heavy Rainfall Probability Integrating Numerical Weather Predictions and Surface Observations","Liu, Xi; Zheng, Yu; Zhuang, Xiaoran; Wang, Yaqiang; Li, Xin; Bei, Zhang; Zhang, Wenhua","","","","WEATHER AND FORECASTING","MAR 2024","2024","597","3","","","","597","612","","10.1175/WAF-D-23-0068.1","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Downscaling and Wind Resource Assessment of Climatic Wind Speed Data Based on Deep Learning: A Case Study of the Tengger Desert Wind Farm","Zhou, Hao; Luo, Qi; Yuan, Ling","","","","ATMOSPHERE","MAR 2024","2024","15","3","","","","","","271","10.3390/atmos15030271","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Potential Improvement of GK2A Clear-Sky Atmospheric Motion Vectors Using the Convolutional Neural Network Model","Choi, Hwayon; Choi, Yong-Sang; Song, Hyo-Jong; Kang, Hyoji; Kim, Gyuyeon","","","","ASIA-PACIFIC JOURNAL OF ATMOSPHERIC SCIENCES","JUN 2024","2024","60","3","","","","245","253","","10.1007/s13143-023-00349-x","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Prediction of seasonal sea surface temperature based on temperature and salinity of subsurface ocean using machine learning","Wei, Sentao; Wang, Chenghai; Zhang, Feimin; Yang, Kai","","","","INTERNATIONAL JOURNAL OF CLIMATOLOGY","APR 2024","2024","44","5","","","","1326","1338","","10.1002/joc.8384","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
